cpd_id	atom	marvin_pka	molgpka_pka	abs_diff	type	functional_group	diff	change_category	est_dg_shift_kj
cpd00050	27	12.86	10.965115547180176	1.894884452819824	A	alcohol_or_phenol	-1.8948844528198237	Moderate (0.5-2.0)	10.816015057030077
cpd00050	1	5.86	8.514538764953613	2.654538764953613	A	aromatic_n	2.654538764953613	Large (2.0-5.0)	15.152127723926368
cpd00050	25	15.11	11.835562705993652	3.274437294006347	A	alcohol_or_phenol	-3.274437294006347	Large (2.0-5.0)	18.690513304159264
cpd00050	3	-0.31	2.4388461112976074	2.7488461112976075	B	aromatic_n	2.7488461112976075	Large (2.0-5.0)	15.690434783508426
cpd00050	7	-8.79	2.425114631652832	11.215114631652831	B	aromatic_n	11.215114631652831	Very large (>5.0)	64.01596073141114
cpd00051	8	2.41	2.52686619758606	0.1168661975860594	A	carboxylic_acid_or_ester	0.11686619758605987	Small (<0.5)	0.6670731562906865
cpd00051	12	12.41	10.498476028442385	1.911523971557617	B	guanidine_or_amidine	-1.9115239715576156	Moderate (0.5-2.0)	10.910993558195084
cpd00051	6	9.12	9.242352485656738	0.122352485656739	B	tertiary_amine	0.12235248565673906	Small (<0.5)	0.6983889308706985
cpd00052	18	7.42	0.9811668395996094	6.438833160400391	A	phosphate	-6.4388331604003906	Very large (>5.0)	36.7529092916238
cpd00052	19	2.49	0.9811668395996094	1.5088331604003908	A	phosphate	-1.5088331604003908	Moderate (0.5-2.0)	8.612431305323849
cpd00052	7	14.03	10.284112930297852	3.745887069702148	A	alcohol_or_phenol	-3.745887069702148	Large (2.0-5.0)	21.38155225641357
cpd00052	29	12.56	10.309907913208008	2.2500920867919927	A	alcohol_or_phenol	-2.2500920867919927	Large (2.0-5.0)	12.843542968664863
cpd00052	24	4.34	4.12727689743042	0.2127231025695799	B	aromatic_n	-0.21272310256957994	Small (<0.5)	1.2142251085267117
cpd00053	6	2.15	2.413971185684204	0.2639711856842042	A	carboxylic_acid_or_ester	0.2639711856842042	Small (<0.5)	1.5067495618182238
cpd00053	9	16.24	6.903493881225586	9.336506118774412	A	amide_nh	-9.336506118774412	Very large (>5.0)	53.29284886497487
